Unnamed: 0,retirobaixo,tresmarias,queimado,sobradinho,itaparica,peixeangelical,serradamesa,tucurui,pamx,xingo,canabrava,saosalvador,estreito,lajeado
528,241.59,19528.0,557.0,34116.0,10782.0,2741.0,50866.74652707137,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
529,241.59,19528.0,557.0,34116.0,10782.0,2741.0,51959.79161422929,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
530,241.59,19528.0,557.0,34116.0,10782.0,2741.0,52096.78624717783,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
531,241.59,19528.0,557.0,34116.0,10782.0,2741.0,52916.24249234556,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
532,241.59,19528.0,557.0,34116.0,10782.0,2741.0,52499.96576132285,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
533,241.59,19333.44882033131,557.0,33536.942410817755,10782.0,2741.0,51695.56444215023,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
534,241.59,19215.99685679964,557.0,31859.79527696815,10782.0,2741.0,50659.452376204026,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
535,241.59,18859.30065441502,553.5765416866018,29185.28478017084,10782.0,2741.0,49467.5893755049,48209.59466891977,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
536,241.59,18474.368216711693,539.6554108533277,25857.27113842789,10782.0,2741.0,48193.736232079165,44437.5703025228,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
537,241.59,18546.201856016683,538.763486129546,23160.926743234104,10782.0,2741.0,47382.64138781762,40433.98815668878,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
538,241.59,19528.0,557.0,24931.841777323458,10782.0,2741.0,47156.32977911967,39474.123348558205,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
539,241.59,19528.0,557.0,28641.77425476212,10782.0,2741.0,46993.01357135258,42881.867675876114,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
540,241.59,19528.0,557.0,32467.76565599416,10782.0,2741.0,46715.56133553734,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
541,241.59,19528.0,557.0,34116.0,10782.0,2741.0,47174.985194385714,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
542,241.59,19528.0,557.0,34116.0,10782.0,2741.0,48146.96847734461,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
543,241.59,19376.99257435364,557.0,34116.0,10782.0,2741.0,48137.09303284803,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
544,241.59,19173.195189129685,557.0,34116.0,10782.0,2741.0,47604.17403282598,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
545,241.59,18699.686920139786,554.2290369374953,32971.88641081775,10782.0,2741.0,46692.14776216271,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
